interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,timestamp
"int_1790176426907_9becfqpwl","6a833398cee036cbf121a885","68c5583b9869e837e80ce9df","sess_1790176426905_v8qdyuc","view",1,29,"2026-09-01T09:58:31.370Z"
"int_1790176426907_99ifss4d7","6a833398cee036cbf121a885","68c5583b9869e837e80ce989","sess_1790176426905_v8qdyuc","view",1,96,"2026-09-01T09:58:31.370Z"
"int_1790176426907_e4f3cn546","6a833398cee036cbf121a885","68c5583b9869e837e80ce9d6","sess_1790176426905_v8qdyuc","view",1,89,"2026-09-01T09:58:31.370Z"
"int_1790176426907_vuktwt23k","6a833398cee036cbf121a885","68c5583b9869e837e80ce9d6","sess_1790176426905_v8qdyuc","add_to_cart",5,0,"2026-09-01T09:59:06.370Z"
"int_1790176426925_wj3bujvbi","6a833392cee036cbf121a827","68c5583b9869e837e80ceaeb","sess_explore_1790176426925_4heg9u","view",1,71,"2026-09-01T11:47:56.262Z"
"int_1790176426924_65umn81wu","6a833392cee036cbf121a82d","68c5583b9869e837e80cead1","sess_explore_1790176426924_2tpgm3","view",1,79,"2026-09-01T12:17:20.719Z"
"int_1790176426909_rvzr9il0o","6a833398cee036cbf121a885","68c5583b9869e837e80ce989","sess_1790176426907_7f7pokq","view",1,147,"2026-09-01T13:18:36.179Z"
"int_1790176426909_25rsnertd","6a833398cee036cbf121a885","68c5583b9869e837e80ce9a5","sess_1790176426907_7f7pokq","view",1,108,"2026-09-01T13:18:36.179Z"
"int_1790176426909_12xfnj7pw","6a833398cee036cbf121a885","68c5583b9869e837e80ceada","sess_1790176426907_7f7pokq","view",1,109,"2026-09-01T13:18:36.179Z"
"int_1790176426909_697tp3q7v","6a833398cee036cbf121a885","68c5583b9869e837e80ce9a5","sess_1790176426907_7f7pokq","like",3,0,"2026-09-01T13:18:51.179Z"
"int_1790176426909_jj2wgbrg3","6a833398cee036cbf121a885","68c5583b9869e837e80ceada","sess_1790176426907_7f7pokq","like",3,0,"2026-09-01T13:18:51.179Z"
"int_1790176426909_buflvkkcl","6a833398cee036cbf121a885","68c5583b9869e837e80ce989","sess_1790176426907_7f7pokq","add_to_cart",5,0,"2026-09-01T13:19:11.179Z"
"int_1790176426909_32c1f455x","6a833398cee036cbf121a885","68c5583b9869e837e80ceada","sess_1790176426907_7f7pokq","add_to_cart",5,0,"2026-09-01T13:19:11.179Z"
"int_1790176426909_kxqzi779x","6a833398cee036cbf121a885","68c5583b9869e837e80ce989","sess_1790176426907_7f7pokq","purchase",10,0,"2026-09-01T13:19:36.179Z"
"int_1790176426576_hihs2p3pw","6a833394cee036cbf121a849","68c5583b9869e837e80ce9d2","sess_1790176426573_q7kr3vl","view",1,74,"2026-09-01T14:28:42.468Z"
"int_1790176426576_3qophpvv0","6a833394cee036cbf121a849","68c5583b9869e837e80ce9d1","sess_1790176426573_q7kr3vl","view",1,158,"2026-09-01T14:28:42.468Z"
"int_1790176426919_kx5u4dfmz","6a833394cee036cbf121a845","68c5583b9869e837e80ce97e","sess_explore_1790176426919_1tln2k","view",1,61,"2026-09-01T14:37:51.363Z"
"int_1790176426919_yotw5auig","6a833394cee036cbf121a845","68c5583b9869e837e80ce97e","sess_explore_1790176426919_1tln2k","like",3,0,"2026-09-01T14:38:01.363Z"
"int_1790176426925_ojmqovgg0","6a833397cee036cbf121a875","68c5583b9869e837e80ceb01","sess_explore_1790176426925_zna5cd","search_click",2,85,"2026-09-01T15:23:12.539Z"
"int_1790176426921_l9w28hazs","6a833393cee036cbf121a835","68c5583b9869e837e80cea64","sess_explore_1790176426921_vnes4w","view",1,40,"2026-09-01T15:35:18.085Z"
"int_1790176426921_d7n5556lo","6a833393cee036cbf121a835","68c5583b9869e837e80cea64","sess_explore_1790176426921_vnes4w","like",3,0,"2026-09-01T15:35:28.085Z"
"int_1790176426922_jtztnksm4","6a833398cee036cbf121a87f","68c5583b9869e837e80ceab7","sess_explore_1790176426922_zb0tsz","view",1,32,"2026-09-01T16:46:11.282Z"
"int_1790176426829_t1uver7o1","6a833397cee036cbf121a879","68c5583b9869e837e80ce98e","sess_1790176426827_wdja7uv","view",1,154,"2026-09-01T17:34:58.969Z"
"int_1790176426829_h0hn4e4tx","6a833397cee036cbf121a879","68c5583b9869e837e80ce9b8","sess_1790176426827_wdja7uv","view",1,127,"2026-09-01T17:34:58.969Z"
"int_1790176426829_7v7sk3c8k","6a833397cee036cbf121a879","68c5583b9869e837e80ce98e","sess_1790176426827_wdja7uv","like",3,0,"2026-09-01T17:35:13.969Z"
"int_1790176426829_wy3shwk4v","6a833397cee036cbf121a879","68c5583b9869e837e80ce9b8","sess_1790176426827_wdja7uv","add_to_cart",5,0,"2026-09-01T17:35:33.969Z"
"int_1790176426867_87x9fnzmt","6a833398cee036cbf121a87f","68c5583b9869e837e80ce995","sess_1790176426866_skdj4ru","view",1,127,"2026-09-01T21:01:32.283Z"
"int_1790176426867_4y2t5lkn6","6a833398cee036cbf121a87f","68c5583b9869e837e80cea70","sess_1790176426866_skdj4ru","view",1,105,"2026-09-01T21:01:32.283Z"
"int_1790176426867_s0pd6ubla","6a833398cee036cbf121a87f","68c5583b9869e837e80ce995","sess_1790176426866_skdj4ru","like",3,0,"2026-09-01T21:01:47.283Z"
"int_1790176426867_wa7sk3l6r","6a833398cee036cbf121a87f","68c5583b9869e837e80cea70","sess_1790176426866_skdj4ru","like",3,0,"2026-09-01T21:01:47.283Z"
"int_1790176426867_vi9tg0pd6","6a833398cee036cbf121a87f","68c5583b9869e837e80ce995","sess_1790176426866_skdj4ru","add_to_cart",5,0,"2026-09-01T21:02:07.283Z"
"int_1790176426919_95i0fasys","6a833397cee036cbf121a87d","68c5583b9869e837e80ce982","sess_explore_1790176426919_wgquhs","search_click",2,35,"2026-09-01T22:25:39.209Z"
"int_1790176426395_3xqkjstpy","6a833391cee036cbf121a825","68c5583b9869e837e80ce996","sess_1790176426394_kcdvcz9","view",1,157,"2026-09-01T22:41:12.655Z"
"int_1790176426395_t84qq7l0r","6a833391cee036cbf121a825","68c5583b9869e837e80ce979","sess_1790176426394_kcdvcz9","view",1,168,"2026-09-01T22:41:12.655Z"
"int_1790176426395_jgbmyrguw","6a833391cee036cbf121a825","68c5583b9869e837e80ce9e0","sess_1790176426394_kcdvcz9","view",1,35,"2026-09-01T22:41:12.655Z"
"int_1790176426524_0s43if8we","6a833393cee036cbf121a83f","68c5583b9869e837e80ce983","sess_1790176426521_5io846k","view",1,136,"2026-09-01T22:47:10.086Z"
"int_1790176426524_36zbuuoq8","6a833393cee036cbf121a83f","68c5583b9869e837e80ce9d6","sess_1790176426521_5io846k","view",1,103,"2026-09-01T22:47:10.086Z"
"int_1790176426524_y2qv9ap79","6a833393cee036cbf121a83f","68c5583b9869e837e80ce9e2","sess_1790176426521_5io846k","view",1,93,"2026-09-01T22:47:10.086Z"
"int_1790176426524_4xzale2ku","6a833393cee036cbf121a83f","68c5583b9869e837e80ce9f7","sess_1790176426521_5io846k","view",1,149,"2026-09-01T22:47:10.086Z"
"int_1790176426524_r6nhfbnml","6a833393cee036cbf121a83f","68c5583b9869e837e80ce983","sess_1790176426521_5io846k","like",3,0,"2026-09-01T22:47:25.086Z"
"int_1790176426524_fb0pwyhhp","6a833393cee036cbf121a83f","68c5583b9869e837e80ce9d6","sess_1790176426521_5io846k","like",3,0,"2026-09-01T22:47:25.086Z"
"int_1790176426921_iduze3nxu","6a833397cee036cbf121a871","68c5583b9869e837e80cea67","sess_explore_1790176426921_ehwmir","search_click",2,26,"2026-09-01T22:47:46.308Z"
"int_1790176426921_2n4l0kcg1","6a833398cee036cbf121a87f","68c5583b9869e837e80cea64","sess_explore_1790176426921_wxz6ha","search_click",2,82,"2026-09-02T00:19:55.729Z"
"int_1790176426919_w29gj74q3","6a833397cee036cbf121a871","68c5583b9869e837e80ce987","sess_explore_1790176426919_vd273g","view",1,59,"2026-09-02T01:30:58.589Z"
"int_1790176426920_ymexoav2y","6a833393cee036cbf121a841","68c5583b9869e837e80cea1a","sess_explore_1790176426920_p33hd6","view",1,53,"2026-09-02T01:49:18.307Z"
"int_1790176426920_l0az9l1ip","6a833393cee036cbf121a841","68c5583b9869e837e80cea1a","sess_explore_1790176426920_p33hd6","like",3,0,"2026-09-02T01:49:28.307Z"
"int_1790176426921_80cil72vw","6a833392cee036cbf121a82d","68c5583b9869e837e80cea48","sess_explore_1790176426921_r1hevw","view",1,25,"2026-09-02T01:59:20.065Z"
"int_1790176426919_3mr4mmwj6","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9a3","sess_explore_1790176426919_1c2ohl","view",1,25,"2026-09-02T02:13:33.961Z"
"int_1790176426919_pzbkx720r","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9a3","sess_explore_1790176426919_1c2ohl","like",3,0,"2026-09-02T02:13:43.961Z"
"int_1790176426921_edey8vj1d","6a833392cee036cbf121a831","68c5583b9869e837e80cea48","sess_explore_1790176426921_ob3drj","view",1,37,"2026-09-02T03:51:12.957Z"
"int_1790176426924_maptniplw","6a833395cee036cbf121a85d","68c5583b9869e837e80cead6","sess_explore_1790176426924_iwon3i","view",1,55,"2026-09-02T04:41:09.932Z"
"int_1790176426923_b3rjimc2v","6a833391cee036cbf121a825","68c5583b9869e837e80ceac7","sess_explore_1790176426923_flmzjx","view",1,83,"2026-09-02T05:34:05.355Z"
"int_1790176426920_5mba57gzx","6a833397cee036cbf121a877","68c5583b9869e837e80cea05","sess_explore_1790176426920_knwv5f","view",1,83,"2026-09-02T05:58:56.639Z"
"int_1790176426920_yyt8odc2u","6a833397cee036cbf121a877","68c5583b9869e837e80cea05","sess_explore_1790176426920_knwv5f","like",3,0,"2026-09-02T05:59:06.639Z"
"int_1790176426922_e8acpcl73","6a833395cee036cbf121a853","68c5583b9869e837e80cea7b","sess_explore_1790176426922_j8sh6d","view",1,54,"2026-09-02T06:59:47.835Z"
"int_1790176426922_4qx94csm9","6a833395cee036cbf121a853","68c5583b9869e837e80cea7b","sess_explore_1790176426922_j8sh6d","like",3,0,"2026-09-02T06:59:57.835Z"
"int_1790176426919_plqmbbaut","6a833398cee036cbf121a885","68c5583b9869e837e80ce9c6","sess_explore_1790176426919_ke5niw","view",1,48,"2026-09-02T07:25:46.533Z"
"int_1790176426919_cqj99mqpa","6a833398cee036cbf121a885","68c5583b9869e837e80ce9c6","sess_explore_1790176426919_ke5niw","like",3,0,"2026-09-02T07:25:56.533Z"
"int_1790176426923_7nev157to","6a833396cee036cbf121a869","68c5583b9869e837e80ceacf","sess_explore_1790176426923_l8wjm3","view",1,72,"2026-09-02T07:33:11.961Z"
"int_1790176426920_nvlult1oh","6a833396cee036cbf121a869","68c5583b9869e837e80cea27","sess_explore_1790176426920_mk83z6","view",1,36,"2026-09-02T09:31:08.549Z"
"int_1790176426378_zo4ovf3qv","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea51","sess_1790176426376_9nxa8fh","view",1,48,"2026-09-02T09:50:47.719Z"
"int_1790176426378_9ql92u8br","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ce995","sess_1790176426376_9nxa8fh","view",1,45,"2026-09-02T09:50:47.719Z"
"int_1790176426378_qdbojv535","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea56","sess_1790176426376_9nxa8fh","view",1,20,"2026-09-02T09:50:47.719Z"
"int_1790176426378_w6tpyd50v","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ceab8","sess_1790176426376_9nxa8fh","view",1,60,"2026-09-02T09:50:47.719Z"
"int_1790176426378_qiiwdn7q4","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea70","sess_1790176426376_9nxa8fh","view",1,83,"2026-09-02T09:50:47.719Z"
"int_1790176426378_vdtidjfmw","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea51","sess_1790176426376_9nxa8fh","like",3,0,"2026-09-02T09:51:02.719Z"
"int_1790176426378_64a7pe9um","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ceab8","sess_1790176426376_9nxa8fh","like",3,0,"2026-09-02T09:51:02.719Z"
"int_1790176426378_7ycjbder4","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea70","sess_1790176426376_9nxa8fh","like",3,0,"2026-09-02T09:51:02.719Z"
"int_1790176426919_ng0b1p2qi","6a833394cee036cbf121a84f","68c5583b9869e837e80ce9ca","sess_explore_1790176426919_wfw8ro","view",1,47,"2026-09-02T10:45:31.043Z"
"int_1790176426925_5br4t1soe","6a833394cee036cbf121a845","68c5583b9869e837e80ceaed","sess_explore_1790176426925_wco9ub","search_click",2,50,"2026-09-02T11:04:11.276Z"
"int_1790176426920_o6ysd08v8","6a833395cee036cbf121a855","68c5583b9869e837e80cea2e","sess_explore_1790176426920_w4vfte","view",1,34,"2026-09-02T12:56:18.150Z"
"int_1790176426920_aoisaoxem","6a833395cee036cbf121a855","68c5583b9869e837e80cea2e","sess_explore_1790176426920_w4vfte","like",3,0,"2026-09-02T12:56:28.150Z"
"int_1790176426919_wfrpw81m9","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ce99b","sess_explore_1790176426919_5lq90s","view",1,71,"2026-09-02T13:12:30.411Z"
"int_1790176426922_fbqb76o9s","6a833396cee036cbf121a865","68c5583b9869e837e80ceaa7","sess_explore_1790176426922_bz9shp","view",1,41,"2026-09-02T14:17:46.666Z"
"int_1790176426922_73nmrdoss","6a833396cee036cbf121a865","68c5583b9869e837e80ceaa7","sess_explore_1790176426922_bz9shp","like",3,0,"2026-09-02T14:17:56.666Z"
"int_1790176426920_qb7zvtg4u","6a833397cee036cbf121a877","68c5583b9869e837e80ce9f1","sess_explore_1790176426920_e3xhp3","search_click",2,41,"2026-09-02T14:23:12.550Z"
"int_1790176426666_hqgye7muc","6a833395cee036cbf121a859","68c5583b9869e837e80cea07","sess_1790176426665_jnrs664","view",1,134,"2026-09-02T15:35:57.242Z"
"int_1790176426666_5kic2el4n","6a833395cee036cbf121a859","68c5583b9869e837e80ce9ac","sess_1790176426665_jnrs664","view",1,33,"2026-09-02T15:35:57.242Z"
"int_1790176426666_r99182vb6","6a833395cee036cbf121a859","68c5583b9869e837e80ce9f2","sess_1790176426665_jnrs664","view",1,34,"2026-09-02T15:35:57.242Z"
"int_1790176426666_z03m7ut30","6a833395cee036cbf121a859","68c5583b9869e837e80ce9b8","sess_1790176426665_jnrs664","view",1,119,"2026-09-02T15:35:57.242Z"
"int_1790176426666_x5s50z58i","6a833395cee036cbf121a859","68c5583b9869e837e80cea07","sess_1790176426665_jnrs664","like",3,0,"2026-09-02T15:36:12.242Z"
"int_1790176426666_bhr85ubiw","6a833395cee036cbf121a859","68c5583b9869e837e80ce9f2","sess_1790176426665_jnrs664","like",3,0,"2026-09-02T15:36:12.242Z"
"int_1790176426666_5jayuqtrc","6a833395cee036cbf121a859","68c5583b9869e837e80ce9b8","sess_1790176426665_jnrs664","like",3,0,"2026-09-02T15:36:12.242Z"
"int_1790176426666_2f1sbbm63","6a833395cee036cbf121a859","68c5583b9869e837e80ce9f2","sess_1790176426665_jnrs664","add_to_cart",5,0,"2026-09-02T15:36:32.242Z"
"int_1790176426922_nkhydb592","6a833395cee036cbf121a85f","68c5583b9869e837e80cea8b","sess_explore_1790176426922_6c9mo3","view",1,68,"2026-09-02T15:50:41.305Z"
"int_1790176426919_hgiojp9bn","6a833398cee036cbf121a881","68c5583b9869e837e80ce982","sess_explore_1790176426919_saq68l","view",1,34,"2026-09-02T18:02:05.201Z"
"int_1790176426919_0zd82txgn","6a833397cee036cbf121a877","68c5583b9869e837e80ce991","sess_explore_1790176426919_cnjb2t","view",1,55,"2026-09-02T18:27:52.919Z"
"int_1790176426919_rgn2xezck","6a833395cee036cbf121a85d","68c5583b9869e837e80ce9c9","sess_explore_1790176426919_thz3gz","search_click",2,53,"2026-09-02T20:40:47.221Z"
"int_1790176426925_q1z035a47","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ceaec","sess_explore_1790176426925_indyes","search_click",2,73,"2026-09-02T21:20:46.687Z"
"int_1790176426922_3pgty6nrm","6a833397cee036cbf121a875","68c5583b9869e837e80cea85","sess_explore_1790176426922_v1roks","view",1,51,"2026-09-02T21:54:17.272Z"
"int_1790176426921_xalqgwh5r","6a833398cee036cbf121a87f","68c5583b9869e837e80cea6a","sess_explore_1790176426921_y0fmaw","search_click",2,58,"2026-09-02T22:19:39.964Z"
"int_1790176426920_8gvw4vyti","6a833394cee036cbf121a851","68c5583b9869e837e80cea22","sess_explore_1790176426920_ayben1","search_click",2,55,"2026-09-02T22:25:05.541Z"
"int_1790176426921_xe26998jx","6a833396cee036cbf121a867","68c5583b9869e837e80cea4e","sess_explore_1790176426921_v8w8v9","view",1,45,"2026-09-03T00:45:57.812Z"
"int_1790176426920_3o1buw1hw","6a833394cee036cbf121a847","68c5583b9869e837e80cea33","sess_explore_1790176426920_ufv4i6","view",1,86,"2026-09-03T00:51:18.205Z"
"int_1790176426920_obynpjx11","6a833394cee036cbf121a847","68c5583b9869e837e80cea33","sess_explore_1790176426920_ufv4i6","like",3,0,"2026-09-03T00:51:28.205Z"
"int_1790176426922_ps9jlecq7","6a833396cee036cbf121a86b","68c5583b9869e837e80cea90","sess_explore_1790176426922_11xnhm","search_click",2,68,"2026-09-03T01:57:00.471Z"
"int_1790176426922_ui1til3n6","6a833396cee036cbf121a86b","68c5583b9869e837e80cea90","sess_explore_1790176426922_11xnhm","like",3,0,"2026-09-03T01:57:10.471Z"
"int_1790176426471_osemkf3qd","6a833393cee036cbf121a835","68c5583b9869e837e80ce995","sess_1790176426470_unmi4cu","view",1,50,"2026-09-03T02:12:47.450Z"
"int_1790176426471_pl7k84kxp","6a833393cee036cbf121a835","68c5583b9869e837e80ceada","sess_1790176426470_unmi4cu","view",1,64,"2026-09-03T02:12:47.450Z"
"int_1790176426471_4s3a7ur0u","6a833393cee036cbf121a835","68c5583b9869e837e80ce9df","sess_1790176426470_unmi4cu","view",1,50,"2026-09-03T02:12:47.450Z"
"int_1790176426471_tyoz8fnls","6a833393cee036cbf121a835","68c5583b9869e837e80ce9df","sess_1790176426470_unmi4cu","add_to_cart",5,0,"2026-09-03T02:13:22.450Z"
"int_1790176426919_st7gs7zrl","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9c2","sess_explore_1790176426919_4fzzda","view",1,38,"2026-09-03T02:29:43.129Z"
"int_1790176426919_zw1xl4aw8","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9c2","sess_explore_1790176426919_4fzzda","like",3,0,"2026-09-03T02:29:53.129Z"
"int_1790176426920_hkw15l3t6","6a833397cee036cbf121a875","68c5583b9869e837e80cea27","sess_explore_1790176426920_zkdo3g","view",1,46,"2026-09-03T03:06:47.592Z"
"int_1790176426680_168zs8lhx","6a833395cee036cbf121a85d","68c5583b9869e837e80ceaac","sess_1790176426679_k5oxh6h","view",1,65,"2026-09-03T03:09:55.165Z"
"int_1790176426680_b211ylebr","6a833395cee036cbf121a85d","68c5583b9869e837e80cea7f","sess_1790176426679_k5oxh6h","view",1,69,"2026-09-03T03:09:55.165Z"
"int_1790176426680_3gotj7xui","6a833395cee036cbf121a85d","68c5583b9869e837e80cea4d","sess_1790176426679_k5oxh6h","view",1,177,"2026-09-03T03:09:55.165Z"
"int_1790176426922_veb4enm7r","6a833396cee036cbf121a86d","68c5583b9869e837e80ceaa1","sess_explore_1790176426922_o2b0vo","view",1,29,"2026-09-03T03:33:37.428Z"
"int_1790176426922_ogm9ywwcf","6a833396cee036cbf121a86d","68c5583b9869e837e80ceaa1","sess_explore_1790176426922_o2b0vo","like",3,0,"2026-09-03T03:33:47.428Z"
"int_1790176426914_6c2sl4rhb","6a833398cee036cbf121a887","68c5583b9869e837e80ce9eb","sess_1790176426912_gd3jp7w","view",1,138,"2026-09-03T06:50:52.887Z"
"int_1790176426914_uk3kpc2sp","6a833398cee036cbf121a887","68c5583b9869e837e80ce9e8","sess_1790176426912_gd3jp7w","view",1,105,"2026-09-03T06:50:52.887Z"
"int_1790176426914_netse0n4e","6a833398cee036cbf121a887","68c5583b9869e837e80ce9f8","sess_1790176426912_gd3jp7w","view",1,159,"2026-09-03T06:50:52.887Z"
"int_1790176426914_jccphnn4v","6a833398cee036cbf121a887","68c5583b9869e837e80ce9f8","sess_1790176426912_gd3jp7w","like",3,0,"2026-09-03T06:51:07.887Z"
"int_1790176426914_3g4o6bmw9","6a833398cee036cbf121a887","68c5583b9869e837e80ce9eb","sess_1790176426912_gd3jp7w","add_to_cart",5,0,"2026-09-03T06:51:27.887Z"
"int_1790176426922_5p8z6ucai","6a833392cee036cbf121a82f","68c5583b9869e837e80cea87","sess_explore_1790176426922_rzudai","search_click",2,55,"2026-09-03T08:34:22.001Z"
"int_1790176426924_js3cmxsm0","6a833397cee036cbf121a87d","68c5583b9869e837e80cead0","sess_explore_1790176426924_7vfuzg","view",1,26,"2026-09-03T09:32:56.828Z"
"int_1790176426922_pzjbutuez","6a833396cee036cbf121a86b","68c5583b9869e837e80ceab4","sess_explore_1790176426922_0tfyhc","view",1,41,"2026-09-03T10:31:04.349Z"
"int_1790176426924_7w03q6w9j","6a833394cee036cbf121a84f","68c5583b9869e837e80cead1","sess_explore_1790176426924_hhhvgo","view",1,59,"2026-09-03T11:56:02.515Z"
"int_1790176426924_op8uudid3","6a833394cee036cbf121a84f","68c5583b9869e837e80cead1","sess_explore_1790176426924_hhhvgo","like",3,0,"2026-09-03T11:56:12.515Z"
"int_1790176426920_3ptxlss3v","6a833395cee036cbf121a85d","68c5583b9869e837e80cea2b","sess_explore_1790176426920_mfj9pi","search_click",2,89,"2026-09-03T12:43:27.134Z"
"int_1790176426920_cmfctqu61","6a833397cee036cbf121a87b","68c5583b9869e837e80cea1a","sess_explore_1790176426920_1nmfmo","view",1,43,"2026-09-03T12:57:34.954Z"
"int_1790176426920_h1z7dn0og","6a833392cee036cbf121a82d","68c5583b9869e837e80cea1f","sess_explore_1790176426920_epeqt4","view",1,40,"2026-09-03T16:37:56.595Z"
"int_1790176426920_c1q0wc45g","6a833392cee036cbf121a831","68c5583b9869e837e80cea34","sess_explore_1790176426920_vcqz06","search_click",2,75,"2026-09-03T16:54:11.278Z"
"int_1790176426923_6mvb818su","6a833395cee036cbf121a85b","68c5583b9869e837e80ceacd","sess_explore_1790176426923_usqlu2","search_click",2,57,"2026-09-03T17:01:11.045Z"
"int_1790176426923_a7kwpx4lv","6a833395cee036cbf121a85b","68c5583b9869e837e80ceacd","sess_explore_1790176426923_usqlu2","like",3,0,"2026-09-03T17:01:21.045Z"
"int_1790176426597_26ect3yg7","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9e9","sess_1790176426593_ja8t3ku","view",1,62,"2026-09-03T18:11:01.457Z"
"int_1790176426597_yy6k5f1oe","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9ee","sess_1790176426593_ja8t3ku","view",1,92,"2026-09-03T18:11:01.457Z"
"int_1790176426597_g1fba1kzo","6a833394cee036cbf121a84d","68c5583b9869e837e80ce97e","sess_1790176426593_ja8t3ku","view",1,110,"2026-09-03T18:11:01.457Z"
"int_1790176426597_whqbybey4","6a833394cee036cbf121a84d","68c5583b9869e837e80ce994","sess_1790176426593_ja8t3ku","view",1,110,"2026-09-03T18:11:01.457Z"
"int_1790176426597_sirdy6o21","6a833394cee036cbf121a84d","68c5583b9869e837e80cea8f","sess_1790176426593_ja8t3ku","view",1,32,"2026-09-03T18:11:01.457Z"
"int_1790176426597_gb86zkg82","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9b4","sess_1790176426593_ja8t3ku","view",1,126,"2026-09-03T18:11:01.457Z"
"int_1790176426597_10uu3sy1n","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9e9","sess_1790176426593_ja8t3ku","like",3,0,"2026-09-03T18:11:16.457Z"
"int_1790176426597_krjn0986j","6a833394cee036cbf121a84d","68c5583b9869e837e80ce994","sess_1790176426593_ja8t3ku","like",3,0,"2026-09-03T18:11:16.457Z"
"int_1790176426597_c65z7d98m","6a833394cee036cbf121a84d","68c5583b9869e837e80cea8f","sess_1790176426593_ja8t3ku","like",3,0,"2026-09-03T18:11:16.457Z"
"int_1790176426597_r2ulhyldh","6a833394cee036cbf121a84d","68c5583b9869e837e80cea8f","sess_1790176426593_ja8t3ku","add_to_cart",5,0,"2026-09-03T18:11:36.457Z"
"int_1790176426597_x4w2ey1fz","6a833394cee036cbf121a84d","68c5583b9869e837e80cea8f","sess_1790176426593_ja8t3ku","purchase",10,0,"2026-09-03T18:12:01.457Z"
"int_1790176426653_85lwg6g9e","6a833395cee036cbf121a855","68c5583b9869e837e80ceaa4","sess_1790176426652_kj8bwhl","view",1,158,"2026-09-03T18:20:05.561Z"
"int_1790176426653_nfwmbq5wz","6a833395cee036cbf121a855","68c5583b9869e837e80ce995","sess_1790176426652_kj8bwhl","view",1,94,"2026-09-03T18:20:05.561Z"
"int_1790176426653_tymigf8uy","6a833395cee036cbf121a855","68c5583b9869e837e80ce9e0","sess_1790176426652_kj8bwhl","view",1,175,"2026-09-03T18:20:05.561Z"
"int_1790176426653_544mug4ra","6a833395cee036cbf121a855","68c5583b9869e837e80ce997","sess_1790176426652_kj8bwhl","view",1,69,"2026-09-03T18:20:05.561Z"
"int_1790176426653_pwbyh9rvz","6a833395cee036cbf121a855","68c5583b9869e837e80ce9e0","sess_1790176426652_kj8bwhl","like",3,0,"2026-09-03T18:20:20.561Z"
"int_1790176426653_0brbidtvh","6a833395cee036cbf121a855","68c5583b9869e837e80ceaa4","sess_1790176426652_kj8bwhl","add_to_cart",5,0,"2026-09-03T18:20:40.561Z"
"int_1790176426653_uygxoy3nh","6a833395cee036cbf121a855","68c5583b9869e837e80ce995","sess_1790176426652_kj8bwhl","add_to_cart",5,0,"2026-09-03T18:20:40.561Z"
"int_1790176426653_31a1v1ue6","6a833395cee036cbf121a855","68c5583b9869e837e80ce9e0","sess_1790176426652_kj8bwhl","add_to_cart",5,0,"2026-09-03T18:20:40.561Z"
"int_1790176426921_z08gno5ti","6a833392cee036cbf121a833","68c5583b9869e837e80cea75","sess_explore_1790176426921_qfzorg","view",1,82,"2026-09-03T18:24:00.171Z"
"int_1790176426922_z9k7lp77c","6a833397cee036cbf121a879","68c5583b9869e837e80ceab7","sess_explore_1790176426922_qu8u68","view",1,71,"2026-09-03T18:31:24.103Z"
"int_1790176426460_rf60ltcx2","6a833392cee036cbf121a831","68c5583b9869e837e80cea5b","sess_1790176426458_zwq1dep","view",1,39,"2026-09-03T18:37:42.596Z"
"int_1790176426460_5vd40lhm5","6a833392cee036cbf121a831","68c5583b9869e837e80ce9ab","sess_1790176426458_zwq1dep","view",1,105,"2026-09-03T18:37:42.596Z"
"int_1790176426460_q7l53w15e","6a833392cee036cbf121a831","68c5583b9869e837e80ce9e0","sess_1790176426458_zwq1dep","view",1,159,"2026-09-03T18:37:42.596Z"
"int_1790176426460_imhjh21pi","6a833392cee036cbf121a831","68c5583b9869e837e80cea2d","sess_1790176426458_zwq1dep","view",1,67,"2026-09-03T18:37:42.596Z"
"int_1790176426460_pis1qtluh","6a833392cee036cbf121a831","68c5583b9869e837e80cea5b","sess_1790176426458_zwq1dep","like",3,0,"2026-09-03T18:37:57.596Z"
"int_1790176426460_6a6n5vlgq","6a833392cee036cbf121a831","68c5583b9869e837e80ce9e0","sess_1790176426458_zwq1dep","like",3,0,"2026-09-03T18:37:57.596Z"
"int_1790176426460_c6wuzeky2","6a833392cee036cbf121a831","68c5583b9869e837e80ce9ab","sess_1790176426458_zwq1dep","add_to_cart",5,0,"2026-09-03T18:38:17.596Z"
