interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,rating_score,source,timestamp
"int_1786983560522_sxlftjjxq","6a833394cee036cbf121a84d","68ca54d976a72c2aed452edb","sess_21a84d_0_1786983560231","search_click",2,0,,"product_detail","2026-07-14T16:27:05.218Z"
"int_1786983560743_tuysdjw0q","6a833394cee036cbf121a84d","68ca54d976a72c2aed452e65","sess_21a84d_1_1786983560601","view",1,31,,"category_browse","2026-07-18T16:46:00.954Z"
"int_1786983560891_5yd3d2i7n","6a833394cee036cbf121a84d","68ca54d976a72c2aed452f4e","sess_21a84d_1_1786983560601","view",1,25,,"category_browse","2026-07-18T16:46:28.374Z"
"int_1786983560602_ptt6wzkhi","6a833394cee036cbf121a84d","68ca54d976a72c2aed452eb9","sess_21a84d_1_1786983560601","view",1,45,,"category_browse","2026-07-18T16:47:30.063Z"
"int_1786983560673_usrs2rbvg","6a833394cee036cbf121a84d","68ca54d976a72c2aed452e63","sess_21a84d_1_1786983560601","view",1,43,,"category_browse","2026-07-18T16:48:20.185Z"
"int_1786983560812_koulygurp","6a833394cee036cbf121a84d","68ca54d976a72c2aed452ef0","sess_21a84d_1_1786983560601","view",1,30,,"category_browse","2026-07-18T16:48:26.330Z"
"int_1786983540557_wrmvm2cjw","6a833394cee036cbf121a849","68ca54d976a72c2aed452ee6","sess_21a849_0_1786983540271","view",1,23,,"category_browse","2026-07-14T18:59:07.871Z"
"int_1786983540415_x478glgpt","6a833394cee036cbf121a849","68ca54d976a72c2aed452fe3","sess_21a849_0_1786983540271","view",1,18,,"category_browse","2026-07-14T18:59:44.357Z"
"int_1786983540486_b5kq4lk6r","6a833394cee036cbf121a849","68ca54d976a72c2aed452f22","sess_21a849_0_1786983540271","view",1,24,,"category_browse","2026-07-14T19:00:38.412Z"
"int_1786983540272_ow8hrvkyn","6a833394cee036cbf121a849","68ca54d976a72c2aed452f08","sess_21a849_0_1786983540271","view",1,42,,"category_browse","2026-07-14T19:01:10.118Z"
"int_1786983540344_f2b45p5c2","6a833394cee036cbf121a849","68ca54d976a72c2aed452f07","sess_21a849_0_1786983540271","view",1,41,,"category_browse","2026-07-14T19:01:15.046Z"
"int_1786983540842_bnjwpxd8p","6a833394cee036cbf121a849","68ca54d976a72c2aed452fda","sess_21a849_1_1786983540631","view",1,144,,"recommendation","2026-07-18T19:13:21.507Z"
"int_1786983540918_9h3l96i6t","6a833394cee036cbf121a849","68ca54d976a72c2aed452fda","sess_21a849_1_1786983540631","search_click",2,0,,"product_detail","2026-07-18T19:13:43.104Z"
"int_1786983540700_atkhiprca","6a833394cee036cbf121a849","68ca54d976a72c2aed452f22","sess_21a849_1_1786983540631","view",1,22,,"category_browse","2026-07-18T19:14:00.343Z"
"int_1786983540771_slaojqgxa","6a833394cee036cbf121a849","68ca54d976a72c2aed452ec1","sess_21a849_1_1786983540631","view",1,23,,"category_browse","2026-07-18T19:14:08.563Z"
"int_1786983540631_vx9jey9ww","6a833394cee036cbf121a849","68ca54d976a72c2aed452fd2","sess_21a849_1_1786983540631","view",1,28,,"category_browse","2026-07-18T19:15:45.247Z"
"int_1786983541130_2omgjz3a6","6a833394cee036cbf121a849","68ca54d976a72c2aed452f76","sess_21a849_2_1786983540993","view",1,28,,"category_browse","2026-07-19T19:50:14.686Z"
"int_1786983541201_6wlbkydfk","6a833394cee036cbf121a849","68ca54d976a72c2aed452f07","sess_21a849_2_1786983540993","view",1,30,,"category_browse","2026-07-19T19:52:01.017Z"
"int_1786983586513_p7wdgdkiy","6a833394cee036cbf121a851","68ca54d976a72c2aed452fe7","sess_21a851_0_1786983585996","view",1,256,,"recommendation","2026-07-17T14:47:59.759Z"
"int_1786983586571_mtnjtvu5a","6a833394cee036cbf121a851","68ca54d976a72c2aed452fe7","sess_21a851_0_1786983585996","like",3,0,,"product_detail","2026-07-17T14:48:14.249Z"
"int_1786983586400_hvr4hhpp4","6a833394cee036cbf121a851","68ca54d976a72c2aed452eb5","sess_21a851_0_1786983585996","view",1,197,,"search","2026-07-17T14:48:18.842Z"
"int_1786983586747_smiehswvt","6a833394cee036cbf121a851","68ca54d976a72c2aed452ecd","sess_21a851_0_1786983585996","view",1,22,,"category_browse","2026-07-17T14:48:21.454Z"
"int_1786983586459_ft690avxi","6a833394cee036cbf121a851","68ca54d976a72c2aed452eb5","sess_21a851_0_1786983585996","search_click",2,0,,"product_detail","2026-07-17T14:48:46.577Z"
"int_1786983586116_h3f9wml53","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_0_1786983585996","view",1,202,4,"recommendation","2026-07-17T14:48:53.936Z"
"int_1786983586178_kog3adwfn","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_0_1786983585996","like",3,0,4,"product_detail","2026-07-17T14:49:06.622Z"
"int_1786983585996_z55fl7g0z","6a833394cee036cbf121a851","68ca54d976a72c2aed452e65","sess_21a851_0_1786983585996","view",1,209,,"recommendation","2026-07-17T14:49:11.183Z"
"int_1786983586684_x4cyab129","6a833394cee036cbf121a851","68ca54d976a72c2aed452fe7","sess_21a851_0_1786983585996","add_to_cart",5,0,,"product_detail","2026-07-17T14:49:22.202Z"
"int_1786983586052_vj0dwsgkr","6a833394cee036cbf121a851","68ca54d976a72c2aed452e65","sess_21a851_0_1786983585996","search_click",2,0,,"product_detail","2026-07-17T14:49:24.361Z"
"int_1786983586343_ge3oygcdi","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_0_1786983585996","add_to_cart",5,0,4,"product_detail","2026-07-17T14:51:07.664Z"
"int_1786983586857_pzl8govxg","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_1_1786983586801","view",1,120,4,"search","2026-07-19T15:19:25.529Z"
"int_1786983586921_n1ksdlogg","6a833394cee036cbf121a851","68ca54d976a72c2aed452f94","sess_21a851_1_1786983586801","view",1,18,,"category_browse","2026-07-19T15:19:39.172Z"
"int_1786983586801_g6pqr1911","6a833394cee036cbf121a851","68ca54d976a72c2aed452ee8","sess_21a851_1_1786983586801","view",1,38,,"category_browse","2026-07-19T15:20:10.478Z"
"int_1786983586976_rpurpw28b","6a833394cee036cbf121a851","68ca54d976a72c2aed452ec0","sess_21a851_1_1786983586801","view",1,265,,"search","2026-07-19T15:20:13.069Z"
"int_1786983587109_8m16fsd5d","6a833394cee036cbf121a851","68ca54d976a72c2aed452e64","sess_21a851_2_1786983587040","view",1,14,,"category_browse","2026-07-22T16:02:16.240Z"
"int_1786983587041_0gqyvkrqh","6a833394cee036cbf121a851","68ca54d976a72c2aed452f16","sess_21a851_2_1786983587040","view",1,24,,"category_browse","2026-07-22T16:02:57.874Z"
"int_1786983587164_ysosv08bo","6a833394cee036cbf121a851","68ca54d976a72c2aed452fe7","sess_21a851_2_1786983587040","view",1,265,,"search","2026-07-22T16:03:16.585Z"
"int_1786983587242_ffjxz1cik","6a833394cee036cbf121a851","68ca54d976a72c2aed452f16","sess_21a851_3_1786983587242","view",1,24,,"category_browse","2026-07-25T16:07:15.117Z"
"int_1786983587300_suco14dvv","6a833394cee036cbf121a851","68ca54d976a72c2aed452e64","sess_21a851_3_1786983587242","view",1,9,,"category_browse","2026-07-25T16:08:12.767Z"
"int_1786983587419_5g5e7tb0x","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_4_1786983587361","view",1,227,4,"search","2026-07-26T16:47:51.177Z"
"int_1786983587485_7uvev302j","6a833394cee036cbf121a851","68ca54d976a72c2aed452efe","sess_21a851_4_1786983587361","search_click",2,0,4,"product_detail","2026-07-26T16:48:01.854Z"
"int_1786983587361_2c0ua92kp","6a833394cee036cbf121a851","68ca54d976a72c2aed452ecd","sess_21a851_4_1786983587361","view",1,41,,"category_browse","2026-07-26T16:48:05.163Z"
"int_1786983587725_6lmlei4n5","6a833394cee036cbf121a851","68ca54d976a72c2aed452e65","sess_21a851_5_1786983587552","view",1,131,,"recommendation","2026-07-28T17:21:06.590Z"
"int_1786983587668_0t8qc5wiu","6a833394cee036cbf121a851","68ca54d976a72c2aed452fe8","sess_21a851_5_1786983587552","view",1,42,,"category_browse","2026-07-28T17:21:16.884Z"
"int_1786983587552_273c81tsg","6a833394cee036cbf121a851","68ca54d976a72c2aed452eb5","sess_21a851_5_1786983587552","view",1,184,,"search","2026-07-28T17:23:03.888Z"
"int_1786983710510_f592w57zh","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e7f","sess_21a85f_0_1786983710192","view",1,8,,"category_browse","2026-07-17T18:20:51.731Z"
"int_1786983710289_tlqxzj0sq","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f7f","sess_21a85f_0_1786983710192","view",1,39,,"category_browse","2026-07-17T18:23:00.687Z"
"int_1786983710363_dqp36s4e6","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f88","sess_21a85f_0_1786983710192","view",1,97,,"search","2026-07-17T18:23:21.073Z"
"int_1786983710192_r74i1bmwp","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e8a","sess_21a85f_0_1786983710192","view",1,15,,"category_browse","2026-07-17T18:23:30.105Z"
"int_1786983710440_j4bd38jeo","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f88","sess_21a85f_0_1786983710192","search_click",2,0,,"product_detail","2026-07-17T18:23:41.925Z"
"int_1786983710647_aprhfqvpb","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e64","sess_21a85f_1_1786983710579","view",1,43,,"category_browse","2026-07-21T19:12:00.023Z"
"int_1786983710718_0kvunk1n6","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f42","sess_21a85f_1_1786983710579","view",1,14,,"category_browse","2026-07-21T19:12:24.486Z"
"int_1786983710579_1gzq7kecr","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f77","sess_21a85f_1_1786983710579","view",1,19,,"category_browse","2026-07-21T19:13:38.677Z"
"int_1786983710791_octg0gks7","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f8b","sess_21a85f_2_1786983710791","view",1,11,,"category_browse","2026-07-25T20:01:17.447Z"
"int_1786983710863_qp1awu798","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e8a","sess_21a85f_2_1786983710791","view",1,18,,"category_browse","2026-07-25T20:01:55.884Z"
"int_1786983710935_3q45e00ep","6a833395cee036cbf121a85f","68ca54d976a72c2aed452fa3","sess_21a85f_3_1786983710935","view",1,200,5,"recommendation","2026-07-28T20:59:46.765Z"
"int_1786983711013_1xsdo1ga9","6a833395cee036cbf121a85f","68ca54d976a72c2aed452fa3","sess_21a85f_3_1786983710935","search_click",2,0,5,"product_detail","2026-07-28T21:00:11.357Z"
"int_1786983711152_9req1q31c","6a833395cee036cbf121a85f","68ca54d976a72c2aed452ea9","sess_21a85f_3_1786983710935","view",1,23,,"category_browse","2026-07-28T21:00:13.066Z"
"int_1786983711224_zx4vzz8hs","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e90","sess_21a85f_3_1786983710935","view",1,133,,"search","2026-07-28T21:00:27.331Z"
"int_1786983711292_0jwwdummp","6a833395cee036cbf121a85f","68ca54d976a72c2aed452e90","sess_21a85f_3_1786983710935","search_click",2,0,,"product_detail","2026-07-28T21:00:45.559Z"
"int_1786983711081_jy3ubbsie","6a833395cee036cbf121a85f","68ca54d976a72c2aed452fa3","sess_21a85f_3_1786983710935","add_to_cart",5,0,5,"product_detail","2026-07-28T21:02:46.326Z"
"int_1786983711361_81o009em2","6a833395cee036cbf121a85f","68ca54d976a72c2aed452f88","sess_21a85f_4_1786983711360","view",1,194,,"search","2026-07-29T21:40:39.414Z"
"int_1786983669413_cpnnzbjq7","6a833395cee036cbf121a85b","68ca54d976a72c2aed452e95","sess_21a85b_0_1786983669272","view",1,39,,"category_browse","2026-07-17T20:29:02.524Z"
"int_1786983669272_eipau4nuk","6a833395cee036cbf121a85b","68ca54d976a72c2aed452e97","sess_21a85b_0_1786983669272","view",1,16,,"category_browse","2026-07-17T20:29:40.050Z"
"int_1786983669339_i1tc3b8jg","6a833395cee036cbf121a85b","68ca54d976a72c2aed452e9c","sess_21a85b_0_1786983669272","view",1,26,,"category_browse","2026-07-17T20:29:49.521Z"
"int_1786983669483_tyu4ycqe6","6a833395cee036cbf121a85b","68ca54d976a72c2aed452e9c","sess_21a85b_1_1786983669483","view",1,16,,"category_browse","2026-07-21T20:52:03.612Z"
"int_1786983669558_zxu2fk0kq","6a833395cee036cbf121a85b","68ca54d976a72c2aed452fc1","sess_21a85b_1_1786983669483","view",1,20,,"category_browse","2026-07-21T20:53:00.765Z"
"int_1786983670059_ukqzigprq","6a833395cee036cbf121a85b","68ca54d976a72c2aed452e7d","sess_21a85b_2_1786983669626","view",1,25,,"category_browse","2026-07-22T21:13:49.368Z"
"int_1786983669626_m7q8k8bj7","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eef","sess_21a85b_2_1786983669626","view",1,196,,"search","2026-07-22T21:14:51.955Z"
"int_1786983669703_87j21i754","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eef","sess_21a85b_2_1786983669626","search_click",2,0,,"product_detail","2026-07-22T21:15:10.955Z"
"int_1786983669850_8aouaenao","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eac","sess_21a85b_2_1786983669626","view",1,94,,"search","2026-07-22T21:15:29.994Z"
"int_1786983669920_04safbt9t","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eac","sess_21a85b_2_1786983669626","like",3,0,,"product_detail","2026-07-22T21:15:39.587Z"
"int_1786983669784_hywiusr1c","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eef","sess_21a85b_2_1786983669626","add_to_cart",5,0,,"product_detail","2026-07-22T21:15:55.879Z"
"int_1786983670139_om4zufv8n","6a833395cee036cbf121a85b","68ca54d976a72c2aed452ee6","sess_21a85b_3_1786983670139","view",1,19,,"category_browse","2026-07-25T21:28:04.813Z"
"int_1786983670208_n6dkybeel","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eac","sess_21a85b_3_1786983670139","view",1,193,,"recommendation","2026-07-25T21:28:37.602Z"
"int_1786983670277_a71yyy0wv","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eac","sess_21a85b_3_1786983670139","search_click",2,0,,"product_detail","2026-07-25T21:28:59.752Z"
"int_1786983670505_j7xqruj20","6a833395cee036cbf121a85b","68ca54d976a72c2aed452eef","sess_21a85b_4_1786983670348","view",1,78,,"recommendation","2026-07-28T21:35:34.812Z"
"int_1786983644664_n8z6tccv0","6a833395cee036cbf121a857","68ca54d976a72c2aed452fd3","sess_21a857_0_1786983644343","view",1,171,,"recommendation","2026-07-17T22:42:56.391Z"
"int_1786983644592_ibn14d3i1","6a833395cee036cbf121a857","68ca54d976a72c2aed452f41","sess_21a857_0_1786983644343","view",1,18,,"category_browse","2026-07-17T22:43:17.231Z"
"int_1786983644344_2b8rz2li8","6a833395cee036cbf121a857","68ca54d976a72c2aed452f06","sess_21a857_0_1786983644343","view",1,15,,"category_browse","2026-07-17T22:43:26.114Z"
"int_1786983644429_pkfocqtxd","6a833395cee036cbf121a857","68ca54d976a72c2aed452e63","sess_21a857_0_1786983644343","view",1,32,,"category_browse","2026-07-17T22:44:23.383Z"
"int_1786983644508_tkasbm94y","6a833395cee036cbf121a857","68ca54d976a72c2aed452f0f","sess_21a857_0_1786983644343","view",1,9,,"category_browse","2026-07-17T22:44:54.167Z"
"int_1786983644756_vyr1r3z1m","6a833395cee036cbf121a857","68ca54d976a72c2aed452e65","sess_21a857_1_1786983644755","view",1,41,,"category_browse","2026-07-19T22:51:42.910Z"
"int_1786983644835_5hvg4v9hj","6a833395cee036cbf121a857","68ca54d976a72c2aed452f58","sess_21a857_1_1786983644755","view",1,270,5,"search","2026-07-19T22:53:05.099Z"
"int_1786983644911_u4w1494l5","6a833395cee036cbf121a857","68ca54d976a72c2aed452f58","sess_21a857_1_1786983644755","search_click",2,0,5,"product_detail","2026-07-19T22:53:34.296Z"
"int_1786983644983_andv9q2rt","6a833395cee036cbf121a857","68ca54d976a72c2aed452f58","sess_21a857_1_1786983644755","add_to_cart",5,0,5,"product_detail","2026-07-19T22:54:54.543Z"
"int_1786983645481_lm8zdgwux","6a833395cee036cbf121a857","68ca54d976a72c2aed452faf","sess_21a857_2_1786983645148","view",1,16,,"category_browse","2026-07-20T23:39:39.933Z"
"int_1786983645298_grsdsmmvl","6a833395cee036cbf121a857","68ca54d976a72c2aed452ec0","sess_21a857_2_1786983645148","view",1,43,,"category_browse","2026-07-20T23:40:15.534Z"
"int_1786983612494_upi0v07ba","6a833395cee036cbf121a853","68ca54d976a72c2aed452e85","sess_21a853_0_1786983612303","view",1,162,,"recommendation","2026-07-18T01:14:39.454Z"
"int_1786983612424_7xene0mw9","6a833395cee036cbf121a853","68ca54d976a72c2aed452e65","sess_21a853_0_1786983612303","view",1,11,,"category_browse","2026-07-18T01:14:47.108Z"
"int_1786983612670_kxh6qt697","6a833395cee036cbf121a853","68ca54d976a72c2aed452e76","sess_21a853_0_1786983612303","view",1,22,,"category_browse","2026-07-18T01:14:48.642Z"
"int_1786983612303_387zr412o","6a833395cee036cbf121a853","68ca54d976a72c2aed452e74","sess_21a853_0_1786983612303","view",1,276,,"search","2026-07-18T01:15:00.294Z"
"int_1786983612556_galr7xdta","6a833395cee036cbf121a853","68ca54d976a72c2aed452e85","sess_21a853_0_1786983612303","like",3,0,,"product_detail","2026-07-18T01:15:01.907Z"
"int_1786983612363_ofnuvjb37","6a833395cee036cbf121a853","68ca54d976a72c2aed452e74","sess_21a853_0_1786983612303","search_click",2,0,,"product_detail","2026-07-18T01:15:12.013Z"
"int_1786983612729_pmy226ixk","6a833395cee036cbf121a853","68ca54d976a72c2aed452e78","sess_21a853_0_1786983612303","view",1,115,,"search","2026-07-18T01:16:25.550Z"
"int_1786983612794_qxito4v2m","6a833395cee036cbf121a853","68ca54d976a72c2aed452e78","sess_21a853_0_1786983612303","like",3,0,,"product_detail","2026-07-18T01:16:53.695Z"
"int_1786983612948_bbv1zwc4x","6a833395cee036cbf121a853","68ca54d976a72c2aed452f22","sess_21a853_1_1786983612865","view",1,9,,"category_browse","2026-07-19T01:17:40.025Z"
"int_1786983612866_hvgu3klzs","6a833395cee036cbf121a853","68ca54d976a72c2aed452f6e","sess_21a853_1_1786983612865","view",1,23,,"category_browse","2026-07-19T01:18:17.964Z"
"int_1786983613157_eug5lp8n2","6a833395cee036cbf121a853","68ca54d976a72c2aed452f03","sess_21a853_1_1786983612865","view",1,21,,"category_browse","2026-07-19T01:19:13.292Z"
"int_1786983613219_0zxulnvh7","6a833395cee036cbf121a853","68ca54d976a72c2aed452f03","sess_21a853_2_1786983613219","view",1,26,,"category_browse","2026-07-21T01:39:24.776Z"
"int_1786983613329_o18jtuorl","6a833395cee036cbf121a853","68ca54d976a72c2aed452e78","sess_21a853_2_1786983613219","view",1,118,,"search","2026-07-21T01:39:54.963Z"
"int_1786983613274_jujqutixx","6a833395cee036cbf121a853","68ca54d976a72c2aed452f6e","sess_21a853_2_1786983613219","view",1,8,,"category_browse","2026-07-21T01:40:06.244Z"
"int_1786983613508_ufj9vkxiv","6a833395cee036cbf121a853","68ca54d976a72c2aed452e9e","sess_21a853_2_1786983613219","view",1,40,,"category_browse","2026-07-21T01:40:18.780Z"
"int_1786983613386_i44h9z86l","6a833395cee036cbf121a853","68ca54d976a72c2aed452e78","sess_21a853_2_1786983613219","like",3,0,,"product_detail","2026-07-21T01:40:23.798Z"
"int_1786983613447_wt18d5ev3","6a833395cee036cbf121a853","68ca54d976a72c2aed452e85","sess_21a853_2_1786983613219","view",1,246,,"recommendation","2026-07-21T01:41:37.784Z"
"int_1786983613567_wadqz2adz","6a833395cee036cbf121a853","68ca54d976a72c2aed452e76","sess_21a853_3_1786983613567","view",1,27,,"category_browse","2026-07-24T02:36:33.644Z"
"int_1786983613624_mwx8ccaev","6a833395cee036cbf121a853","68ca54d976a72c2aed452f82","sess_21a853_3_1786983613567","view",1,21,,"category_browse","2026-07-24T02:37:29.957Z"
"int_1786983613826_qd8ax9kw6","6a833395cee036cbf121a853","68ca54d976a72c2aed452e9e","sess_21a853_3_1786983613567","view",1,10,,"category_browse","2026-07-24T02:38:32.764Z"
"int_1786983613702_5j4evwzzr","6a833395cee036cbf121a853","68ca54d976a72c2aed452e85","sess_21a853_3_1786983613567","view",1,257,,"search","2026-07-24T02:38:44.367Z"
"int_1786983613763_ooo54406x","6a833395cee036cbf121a853","68ca54d976a72c2aed452e85","sess_21a853_3_1786983613567","search_click",2,0,,"product_detail","2026-07-24T02:39:02.238Z"
"int_1786983614319_258qbwy4y","6a833395cee036cbf121a853","68ca54d976a72c2aed452e77","sess_21a853_4_1786983613884","view",1,14,,"category_browse","2026-07-25T03:06:26.637Z"
"int_1786983658579_p7rg0ykvz","6a833395cee036cbf121a859","68ca54d976a72c2aed452fd2","sess_21a859_0_1786983658402","view",1,113,,"recommendation","2026-07-18T09:48:23.925Z"
"int_1786983658722_r9wyf29iv","6a833395cee036cbf121a859","68ca54d976a72c2aed452ee7","sess_21a859_0_1786983658402","view",1,25,,"category_browse","2026-07-18T09:48:35.375Z"
"int_1786983658665_m3bmi3jry","6a833395cee036cbf121a859","68ca54d976a72c2aed452fd2","sess_21a859_0_1786983658402","search_click",2,0,,"product_detail","2026-07-18T09:48:49.725Z"
"int_1786983658403_1ngixjjfq","6a833395cee036cbf121a859","68ca54d976a72c2aed452e76","sess_21a859_0_1786983658402","view",1,43,,"category_browse","2026-07-18T09:50:40.206Z"
"int_1786983658518_z4rf59mbs","6a833395cee036cbf121a859","68ca54d976a72c2aed452f72","sess_21a859_0_1786983658402","view",1,10,,"category_browse","2026-07-18T09:50:58.620Z"
"int_1786983658946_vhvvp5d7l","6a833395cee036cbf121a859","68ca54d976a72c2aed452ec1","sess_21a859_1_1786983658777","view",1,14,,"category_browse","2026-07-20T10:13:26.472Z"
"int_1786983658777_ls3tocbmv","6a833395cee036cbf121a859","68ca54d976a72c2aed452e74","sess_21a859_1_1786983658777","view",1,208,5,"search","2026-07-20T10:13:43.209Z"
"int_1786983658831_1l8dtif94","6a833395cee036cbf121a859","68ca54d976a72c2aed452e74","sess_21a859_1_1786983658777","search_click",2,0,5,"product_detail","2026-07-20T10:13:51.735Z"
"int_1786983659002_f3py8rbjq","6a833395cee036cbf121a859","68ca54d976a72c2aed452fab","sess_21a859_1_1786983658777","view",1,41,,"category_browse","2026-07-20T10:13:56.984Z"
"int_1786983635372_ygb55itjr","6a833395cee036cbf121a855","68ca54d976a72c2aed452f64","sess_21a855_0_1786983635288","view",1,34,,"category_browse","2026-07-18T12:06:19.172Z"
"int_1786983635288_2luzkac55","6a833395cee036cbf121a855","68ca54d976a72c2aed452efb","sess_21a855_0_1786983635288","view",1,248,,"search","2026-07-18T12:06:47.269Z"
"int_1786983635506_vs1poxhnc","6a833395cee036cbf121a855","68ca54d976a72c2aed452f32","sess_21a855_1_1786983635506","view",1,42,,"category_browse","2026-07-21T12:26:23.466Z"
"int_1786983635636_e0xsgjsiz","6a833395cee036cbf121a855","68ca54d976a72c2aed452e95","sess_21a855_1_1786983635506","view",1,17,,"category_browse","2026-07-21T12:28:19.965Z"
"int_1786983768477_q9tevnpdu","6a833396cee036cbf121a869","68ca54d976a72c2aed452e76","sess_21a869_0_1786983768356","view",1,20,,"category_browse","2026-07-20T00:16:58.334Z"
"int_1786983768418_w37i4z68d","6a833396cee036cbf121a869","68ca54d976a72c2aed452f06","sess_21a869_0_1786983768356","view",1,81,,"recommendation","2026-07-20T00:17:20.449Z"
"int_1786983768356_8cm7ej7ee","6a833396cee036cbf121a869","68ca54d976a72c2aed452f09","sess_21a869_0_1786983768356","view",1,22,,"category_browse","2026-07-20T00:18:25.467Z"
"int_1786983768887_sbirvec70","6a833396cee036cbf121a869","68ca54d976a72c2aed452e78","sess_21a869_1_1786983768535","view",1,39,,"category_browse","2026-07-22T00:32:07.806Z"
"int_1786983768773_ad70hcrt8","6a833396cee036cbf121a869","68ca54d976a72c2aed452f09","sess_21a869_1_1786983768535","view",1,41,,"category_browse","2026-07-22T00:33:13.037Z"
"int_1786983768829_z4d9wzm38","6a833396cee036cbf121a869","68ca54d976a72c2aed452ec1","sess_21a869_1_1786983768535","view",1,30,,"category_browse","2026-07-22T00:33:50.036Z"
"int_1786983768536_zal268z37","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_1_1786983768535","view",1,177,5,"search","2026-07-22T00:33:59.248Z"
"int_1786983768598_8s2t32z89","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_1_1786983768535","like",3,0,5,"product_detail","2026-07-22T00:34:13.929Z"
"int_1786983768718_qe9ih9zwn","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_1_1786983768535","add_to_cart",5,0,5,"product_detail","2026-07-22T00:36:04.868Z"
"int_1786983769236_k8rb7qyr9","6a833396cee036cbf121a869","68ca54d976a72c2aed452e9e","sess_21a869_2_1786983768947","view",1,18,,"category_browse","2026-07-24T01:16:50.341Z"
"int_1786983768948_58z3ixll0","6a833396cee036cbf121a869","68ca54d976a72c2aed452f06","sess_21a869_2_1786983768947","view",1,220,,"recommendation","2026-07-24T01:17:41.110Z"
"int_1786983769179_6dik8wf8p","6a833396cee036cbf121a869","68ca54d976a72c2aed452f95","sess_21a869_2_1786983768947","view",1,22,,"category_browse","2026-07-24T01:18:01.073Z"
"int_1786983769008_fv9432ass","6a833396cee036cbf121a869","68ca54d976a72c2aed452f06","sess_21a869_2_1786983768947","search_click",2,0,,"product_detail","2026-07-24T01:18:09.604Z"
"int_1786983769065_lu1rtfnel","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_2_1786983768947","view",1,197,5,"search","2026-07-24T01:18:47.772Z"
"int_1786983769122_r5icci152","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_2_1786983768947","search_click",2,0,5,"product_detail","2026-07-24T01:19:05.021Z"
"int_1786983769292_c5usnpqvh","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_3_1786983769292","view",1,135,5,"search","2026-07-28T01:43:29.643Z"
"int_1786983769354_9x5z9cxg3","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_3_1786983769292","search_click",2,0,5,"product_detail","2026-07-28T01:43:43.162Z"
"int_1786983769477_cmu8437bg","6a833396cee036cbf121a869","68ca54d976a72c2aed452f09","sess_21a869_3_1786983769292","view",1,42,,"category_browse","2026-07-28T01:43:53.210Z"
"int_1786983769412_lxn74d4yd","6a833396cee036cbf121a869","68ca54d976a72c2aed452f07","sess_21a869_3_1786983769292","add_to_cart",5,0,5,"product_detail","2026-07-28T01:46:08.407Z"
"int_1786983769648_v93g6utza","6a833396cee036cbf121a869","68ca54d976a72c2aed452f06","sess_21a869_4_1786983769536","view",1,213,,"search","2026-08-01T01:45:29.200Z"
"int_1786983769825_ptfvmjxzr","6a833396cee036cbf121a869","68ca54d976a72c2aed452f09","sess_21a869_4_1786983769536","view",1,39,,"category_browse","2026-08-01T01:45:38.679Z"
"int_1786983730082_4abgetowg","6a833396cee036cbf121a861","68ca54d976a72c2aed452e79","sess_21a861_0_1786983730012","view",1,154,,"search","2026-07-20T05:07:29.156Z"
"int_1786983730013_6nujyw6o9","6a833396cee036cbf121a861","68ca54d976a72c2aed452f6e","sess_21a861_0_1786983730012","view",1,193,,"search","2026-07-20T05:07:33.648Z"
"int_1786983730222_7tng9w555","6a833396cee036cbf121a861","68ca54d976a72c2aed452f72","sess_21a861_0_1786983730012","view",1,26,,"category_browse","2026-07-20T05:08:39.527Z"
